tag_id,species,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,age_group,sex,colony_id,island,capture_date,health_status,study_name,clutch_completion,date_egg
GEN-0483,Gentoo,48.9,13.41,210.2,4713,Adult,,Shortcut Point,Shortcut,2023-01-06,Healthy,PAPRI2023,No,
CHN-0466,Chinstrap,45.21,21.0,192.6,2500,Chick,,Cormorant East,Cormorant,2021-03-24,Underweight,PAPRI2021,Yes,2021-03-14
,Adelie,42.24,16.41,189.3,3740,Adult,,Torgersen North,Torgersen,2024-05-05,Healthy,PAPRI2024,Yes,2024-05-04
ADE-0482,Adelie,38.05,17.84,189.5,3951,Adult,,Dream South,Dream,2023-06-12,Underweight,PAPRI2023,Yes,2023-05-29
GEN-0484,Gentoo,49.18,14.24,221.6,4899,Adult,Female,Shortcut Point,Shortcut,2024-10-18,Healthy,PAPRI2024,Yes,2024-10-11
ADE-0483,Adelie,42.01,17.4,184.4,3344,Adult,,Biscoe West,Biscoe,2021-05-16,Healthy,PAPRI2021,Yes,2021-05-03
ADE-0484,Adelie,38.36,18.91,174.3,3837,Adult,,Shortcut Point,Shortcut,2021-06-14,Overweight,PAPRI2021,No,
CHN-0467,Chinstrap,52.54,17.42,194.6,4059,Adult,,Shortcut Point,Shortcut,2023-11-19,Overweight,PAPRI2023,Yes,2023-11-12
GEN-0485,Gentoo,48.5,15.04,212.3,5295,Adult,,Dream South,Dream,2020-02-04,Healthy,PAPRI2020,No,
CHN-0468,Chinstrap,53.03,15.48,193.1,4036,Adult,Male,Dream South,Dream,2024-06-20,Healthy,PAPRI2024,Yes,2024-06-16
,Gentoo,50.18,15.06,215.2,4512,Adult,,Dream South,Dream,2024-12-26,Healthy,PAPRI2024,No,
GEN-0486,Gentoo,51.4,13.94,222.6,4579,Juvenile,,Torgersen North,Torgersen,2022-11-20,Healthy,PAPRI2022,Yes,2022-11-09
CHN-0469,Chinstrap,47.28,19.45,187.7,3637,Adult,,Biscoe West,Biscoe,2022-06-04,Healthy,PAPRI2022,Yes,2022-06-04
GEN-0487,Gentoo,45.12,13.37,214.2,5238,Adult,Male,Dream South,Dream,2024-03-06,Healthy,PAPRI2024,Yes,2024-02-29
,Adelie,36.95,21.0,192.7,3734,Adult,Female,Dream South,Dream,2021-05-04,Healthy,PAPRI2021,Yes,2021-04-26
,Gentoo,45.14,15.07,228.8,4877,Adult,Female,Torgersen North,Torgersen,2023-01-02,Healthy,PAPRI2023,Yes,2022-12-23
,Gentoo,50.87,14.56,213.9,3574,Juvenile,Female,Dream South,Dream,2023-09-07,Underweight,PAPRI2023,Yes,2023-09-01
CHN-0470,Chinstrap,45.99,20.83,206.0,3416,Adult,,Dream South,Dream,2022-02-26,Overweight,PAPRI2022,Yes,2022-02-24
,Adelie,36.12,19.09,190.6,2984,Juvenile,Female,Dream South,Dream,2020-07-18,Underweight,PAPRI2020,Yes,2020-07-09
ADE-0485,Adelie,41.36,15.83,194.4,3698,Adult,,Cormorant East,Cormorant,2020-06-13,Critically Ill,PAPRI2020,Yes,2020-06-07
GEN-0488,Gentoo,42.66,17.71,216.2,3868,Juvenile,Female,Biscoe West,Biscoe,2020-07-08,Underweight,PAPRI2020,Yes,2020-07-06
GEN-0489,Gentoo,43.07,14.19,223.6,5325,Adult,Male,Dream South,Dream,2020-03-31,Healthy,PAPRI2020,No,
,Adelie,39.84,15.77,179.2,3251,Adult,,Biscoe West,Biscoe,2021-10-02,Underweight,PAPRI2021,Yes,2021-09-22
ADE-0486,Adelie,34.38,18.01,197.9,3548,Adult,,Shortcut Point,Shortcut,2020-05-09,Underweight,PAPRI2020,Yes,2020-05-03
ADE-0487,Adelie,37.99,15.55,188.5,3609,Adult,Female,Dream South,Dream,2021-07-19,Healthy,PAPRI2021,Yes,2021-07-14
GEN-0490,Gentoo,51.63,17.38,220.1,3333,Juvenile,,Torgersen North,Torgersen,2021-04-23,Underweight,PAPRI2021,No,
ADE-0488,Adelie,40.5,17.51,181.9,3580,Adult,,Biscoe West,Biscoe,2024-08-22,Healthy,PAPRI2024,Yes,2024-08-22
,Gentoo,47.6,13.73,215.9,4539,Adult,Female,Dream South,Dream,2024-10-10,Healthy,PAPRI2024,Yes,2024-09-28
GEN-0491,Gentoo,41.15,16.3,208.2,3878,Juvenile,,Torgersen North,Torgersen,2023-12-21,Healthy,PAPRI2023,Yes,2023-12-13
GEN-0492,Gentoo,47.64,15.7,226.0,5081,Adult,,Torgersen North,Torgersen,2020-07-24,Healthy,PAPRI2020,Yes,2020-07-20
CHN-0471,Chinstrap,50.47,18.47,189.6,3844,Adult,,Dream South,Dream,2024-06-15,Healthy,PAPRI2024,Yes,2024-06-09
GEN-0493,Gentoo,49.42,13.95,214.4,3703,Juvenile,Male,Dream South,Dream,2023-09-01,Underweight,PAPRI2023,No,
GEN-0494,Gentoo,47.15,16.04,224.9,3941,Adult,Female,Dream South,Dream,2023-08-11,Healthy,PAPRI2023,Yes,2023-08-06
GEN-0495,Gentoo,45.95,14.15,211.1,3707,Adult,,Torgersen North,Torgersen,2020-05-14,Underweight,PAPRI2020,Yes,2020-05-05
,Gentoo,46.44,13.57,210.5,5291,Adult,,Torgersen North,Torgersen,2021-10-09,Healthy,PAPRI2021,Yes,2021-09-25
GEN-0496,Gentoo,50.42,14.97,212.0,3681,Juvenile,Female,Torgersen North,Torgersen,2023-07-30,Underweight,PAPRI2023,Yes,2023-07-21
,Gentoo,46.07,15.16,215.2,4732,Adult,Female,Cormorant East,Cormorant,2021-07-05,Healthy,PAPRI2021,Yes,2021-06-25
ADE-0489,Adelie,33.68,18.16,192.1,4231,Adult,Male,Torgersen North,Torgersen,2021-11-15,Healthy,PAPRI2021,Yes,2021-11-06
,Gentoo,47.27,13.0,224.5,5226,Adult,Female,Biscoe West,Biscoe,2020-10-01,Overweight,PAPRI2020,No,
CHN-0472,Chinstrap,47.74,21.0,206.9,3999,Adult,,Cormorant East,Cormorant,2022-03-09,Overweight,PAPRI2022,Yes,2022-03-04
,Chinstrap,56.0,17.91,210.1,2500,Chick,,Torgersen North,Torgersen,2021-06-28,Underweight,PAPRI2021,Yes,2021-06-21
,Chinstrap,51.7,20.66,210.0,3769,Adult,,Dream South,Dream,2024-02-19,Healthy,PAPRI2024,Yes,2024-02-16
ADE-0490,Adelie,44.36,20.44,189.5,3962,Adult,Male,Cormorant East,Cormorant,2021-02-08,Overweight,PAPRI2021,Yes,2021-01-27
CHN-0473,Chinstrap,46.35,19.79,207.1,3993,Adult,,Cormorant East,Cormorant,2020-10-12,Overweight,PAPRI2020,Yes,2020-10-08
ADE-0491,Adelie,38.38,19.95,193.7,3608,Adult,,Torgersen North,Torgersen,2021-09-10,Healthy,PAPRI2021,Yes,2021-08-30
,Gentoo,46.72,14.2,217.3,5435,Adult,Male,Dream South,Dream,2021-05-25,Healthy,PAPRI2021,Yes,2021-05-18
,Chinstrap,48.41,20.07,198.7,3648,Adult,,Shortcut Point,Shortcut,2021-06-28,Underweight,PAPRI2021,Yes,2021-06-19
,Adelie,38.92,20.23,186.3,3237,Juvenile,Male,Dream South,Dream,2020-04-07,Healthy,PAPRI2020,Yes,2020-03-30
,Chinstrap,48.64,20.83,199.0,3522,Adult,Male,Dream South,Dream,2019-10-13,Healthy,PAPRI2019,Yes,2019-10-13
,Adelie,38.53,18.72,187.0,3418,Adult,Female,Dream South,Dream,2022-11-18,Healthy,PAPRI2022,No,
GEN-0497,Gentoo,50.5,15.85,196.3,5216,Adult,Male,Biscoe West,Biscoe,2024-12-19,Healthy,PAPRI2024,Yes,2024-12-08
,Chinstrap,43.61,19.1,188.2,3611,Adult,,Cormorant East,Cormorant,2022-02-17,Underweight,PAPRI2022,Yes,2022-02-03
ADE-0492,Adelie,38.29,18.06,191.8,3108,Adult,Female,Torgersen North,Torgersen,2021-08-31,Healthy,PAPRI2021,Yes,2021-08-22
GEN-0498,Gentoo,45.82,14.5,226.9,4661,Adult,Female,Dream South,Dream,2024-05-04,Healthy,PAPRI2024,Yes,2024-04-30
GEN-0499,Gentoo,45.95,15.41,213.2,3638,Juvenile,,Torgersen North,Torgersen,2023-08-23,Underweight,PAPRI2023,Yes,2023-08-09
CHN-0474,Chinstrap,46.06,19.45,193.3,3634,Adult,,Dream South,Dream,2020-01-05,Overweight,PAPRI2020,Yes,2019-12-26
,Chinstrap,46.46,18.93,204.1,3988,Adult,,Torgersen North,Torgersen,2024-08-16,Healthy,PAPRI2024,Yes,2024-08-15
ADE-0493,Adelie,38.25,17.82,184.7,2775,Juvenile,,Shortcut Point,Shortcut,2022-04-04,Underweight,PAPRI2022,Yes,2022-03-23
GEN-0500,Gentoo,42.05,15.75,214.3,5185,Adult,,Biscoe West,Biscoe,2023-11-11,Healthy,PAPRI2023,Yes,2023-11-04
CHN-0475,Chinstrap,48.76,17.97,195.6,3504,Juvenile,Male,Cormorant East,Cormorant,2022-06-29,Underweight,PAPRI2022,Yes,2022-06-16
,Gentoo,51.87,15.42,218.7,4472,Adult,,Dream South,Dream,2024-10-12,Healthy,PAPRI2024,No,
,Gentoo,49.57,15.53,225.5,4220,Adult,,Torgersen North,Torgersen,2021-12-01,Healthy,PAPRI2021,Yes,2021-11-27
CHN-0476,Chinstrap,45.59,17.07,201.1,2849,Juvenile,Male,Biscoe West,Biscoe,2021-07-27,Underweight,PAPRI2021,Yes,2021-07-25
CHN-0477,Chinstrap,51.66,20.23,190.1,2744,Juvenile,,Biscoe West,Biscoe,2024-09-08,Underweight,PAPRI2024,Yes,2024-08-25
GEN-0501,Gentoo,48.94,15.2,222.0,5067,Adult,,Cormorant East,Cormorant,2023-10-04,Healthy,PAPRI2023,No,
,Chinstrap,48.7,19.34,193.6,2500,Chick,Male,Dream South,Dream,2021-04-24,Underweight,PAPRI2021,Yes,2021-04-19
CHN-0478,Chinstrap,45.72,16.86,197.5,2500,Chick,,Torgersen North,Torgersen,2024-05-05,Underweight,PAPRI2024,Yes,2024-05-04
CHN-0479,Chinstrap,45.74,17.65,185.4,3100,Juvenile,,Biscoe West,Biscoe,2022-11-05,Underweight,PAPRI2022,Yes,2022-10-26
,Gentoo,54.01,14.6,216.6,3975,Juvenile,,Biscoe West,Biscoe,2020-07-28,Underweight,PAPRI2020,Yes,2020-07-20
,Gentoo,47.28,15.21,208.4,4959,Adult,Female,Torgersen North,Torgersen,2023-01-13,Healthy,PAPRI2023,Yes,2022-12-30
GEN-0502,Gentoo,40.36,13.92,219.5,4681,Adult,,Biscoe West,Biscoe,2022-06-12,Healthy,PAPRI2022,No,
,Adelie,43.19,16.36,201.0,3441,Adult,Female,Torgersen North,Torgersen,2021-01-19,Unwell,PAPRI2021,Yes,2021-01-10
,Gentoo,42.09,14.92,215.5,4301,Adult,Female,Biscoe West,Biscoe,2020-06-27,Healthy,PAPRI2020,Yes,2020-06-17
,Adelie,37.7,21.0,182.4,3134,Juvenile,Male,Biscoe West,Biscoe,2020-08-05,Underweight,PAPRI2020,Yes,2020-07-26
,Gentoo,48.24,14.85,215.3,4788,Adult,,Dream South,Dream,2024-09-09,Healthy,PAPRI2024,No,
GEN-0503,Gentoo,40.02,15.59,210.3,4581,Adult,,Shortcut Point,Shortcut,2020-12-08,Healthy,PAPRI2020,Yes,2020-11-25
ADE-0494,Adelie,39.73,19.28,196.9,3105,Juvenile,,Torgersen North,Torgersen,2019-11-03,Overweight,PAPRI2019,Yes,2019-10-28
ADE-0495,Adelie,36.76,21.0,185.5,2500,Chick,,Torgersen North,Torgersen,2023-02-04,Underweight,PAPRI2023,Yes,2023-01-23
GEN-0504,Gentoo,46.78,15.93,217.2,4933,Adult,Male,Dream South,Dream,2024-05-01,Healthy,PAPRI2024,Yes,2024-04-19
ADE-0496,Adelie,39.74,18.6,170.7,3154,Adult,Female,Torgersen North,Torgersen,2024-12-14,Healthy,PAPRI2024,Yes,2024-12-13
,Gentoo,46.67,14.27,218.4,2984,Chick,Female,Dream South,Dream,2024-02-20,Underweight,PAPRI2024,Yes,2024-02-10
,Adelie,40.52,16.86,194.0,3842,Adult,,Torgersen North,Torgersen,2023-01-18,Healthy,PAPRI2023,Yes,2023-01-17
ADE-0497,Adelie,39.05,19.52,195.2,4189,Adult,,Torgersen North,Torgersen,2022-04-24,Healthy,PAPRI2022,Yes,2022-04-22
ADE-0498,Adelie,40.83,17.52,197.1,3815,Adult,,Dream South,Dream,2023-11-29,Healthy,PAPRI2023,Yes,2023-11-28
CHN-0480,Chinstrap,51.08,18.18,199.9,3383,Adult,Female,Torgersen North,Torgersen,2022-02-11,Healthy,PAPRI2022,Yes,2022-01-28
,Gentoo,50.33,15.03,227.0,4929,Adult,,Dream South,Dream,2023-09-21,Healthy,PAPRI2023,No,
,Chinstrap,49.75,18.76,187.1,3452,Adult,Female,Torgersen North,Torgersen,2023-03-11,Healthy,PAPRI2023,Yes,2023-03-07
GEN-0505,Gentoo,45.72,14.29,209.1,5351,Adult,Male,Dream South,Dream,2022-02-27,Healthy,PAPRI2022,Yes,2022-02-19
ADE-0499,Adelie,34.07,20.09,190.3,3763,Adult,,Dream South,Dream,2022-01-07,Healthy,PAPRI2022,Yes,2021-12-26
ADE-0500,Adelie,41.8,19.53,197.0,3636,Adult,,Dream South,Dream,2022-08-31,Healthy,PAPRI2022,Yes,2022-08-24
GEN-0506,Gentoo,46.03,14.48,213.0,4939,Adult,Male,Shortcut Point,Shortcut,2021-10-15,Overweight,PAPRI2021,No,
ADE-0501,Adelie,38.44,17.23,196.1,3909,Adult,Male,Biscoe West,Biscoe,2020-06-16,Unwell,PAPRI2020,No,
GEN-0507,Gentoo,46.13,15.07,227.2,4546,Adult,,Cormorant East,Cormorant,2023-04-15,Healthy,PAPRI2023,Yes,2023-04-02
,Adelie,40.3,15.96,195.0,4176,Adult,Male,Dream South,Dream,2024-01-06,Healthy,PAPRI2024,No,
ADE-0502,Adelie,34.9,18.55,200.1,3590,Adult,Female,Shortcut Point,Shortcut,2020-05-29,Overweight,PAPRI2020,Yes,2020-05-18
ADE-0503,Adelie,37.17,19.26,179.2,3358,Juvenile,Male,Biscoe West,Biscoe,2024-02-22,Healthy,PAPRI2024,Yes,2024-02-10
GEN-0508,Gentoo,46.8,14.58,214.1,4220,Juvenile,,Biscoe West,Biscoe,2023-01-25,Healthy,PAPRI2023,Yes,2023-01-21
,Adelie,38.49,19.05,191.1,3651,Adult,Male,Torgersen North,Torgersen,2022-04-08,Underweight,PAPRI2022,Yes,2022-04-03
CHN-0481,Chinstrap,51.91,17.92,201.7,2922,Juvenile,,Shortcut Point,Shortcut,2023-07-26,Underweight,PAPRI2023,Yes,2023-07-13
ADE-0504,Adelie,42.73,17.52,188.8,4569,Adult,Male,Dream South,Dream,2020-06-15,Overweight,PAPRI2020,Yes,2020-06-02
ADE-0505,Adelie,38.26,19.52,190.1,2682,Chick,,Biscoe West,Biscoe,2020-02-07,Underweight,PAPRI2020,No,
,Chinstrap,51.53,17.31,190.1,3658,Adult,Male,Dream South,Dream,2024-05-21,Healthy,PAPRI2024,No,
,Adelie,39.63,17.89,184.3,3307,Adult,,Dream South,Dream,2024-09-21,Healthy,PAPRI2024,Yes,2024-09-21
ADE-0506,Adelie,33.97,19.91,198.3,3602,Adult,,Torgersen North,Torgersen,2024-04-29,Healthy,PAPRI2024,Yes,2024-04-25
,Gentoo,48.83,13.0,212.4,3233,Chick,,Dream South,Dream,2020-02-26,Underweight,PAPRI2020,Yes,2020-02-12
,Chinstrap,45.12,18.62,191.4,2500,Chick,,Torgersen North,Torgersen,2022-11-25,Underweight,PAPRI2022,Yes,2022-11-25
,Adelie,37.2,18.06,200.1,3557,Adult,Male,Torgersen North,Torgersen,2024-06-24,Healthy,PAPRI2024,Yes,2024-06-11
,Gentoo,49.12,14.28,224.9,4189,Juvenile,Male,Torgersen North,Torgersen,2023-12-02,Healthy,PAPRI2023,Yes,2023-11-19
CHN-0482,Chinstrap,48.85,19.35,207.4,3829,Adult,Male,Torgersen North,Torgersen,2022-05-04,Healthy,PAPRI2022,No,
,Gentoo,47.31,15.0,213.4,5509,Adult,Male,Torgersen North,Torgersen,2024-08-31,Healthy,PAPRI2024,Yes,2024-08-23
GEN-0509,Gentoo,45.99,13.53,224.3,4556,Juvenile,,Dream South,Dream,2020-07-15,Healthy,PAPRI2020,Yes,2020-07-09
GEN-0510,Gentoo,49.54,13.0,220.1,3826,Juvenile,,Biscoe West,Biscoe,2021-09-05,Underweight,PAPRI2021,No,
,Adelie,37.17,17.58,200.6,3611,Adult,,Dream South,Dream,2024-03-12,Healthy,PAPRI2024,Yes,2024-03-05
ADE-0507,Adelie,38.89,17.83,189.2,4039,Adult,Male,Cormorant East,Cormorant,2019-12-12,Overweight,PAPRI2019,Yes,2019-12-07
GEN-0511,Gentoo,48.96,16.84,218.9,5250,Adult,,Biscoe West,Biscoe,2020-02-18,Healthy,PAPRI2020,Yes,2020-02-04
,Gentoo,44.45,13.5,212.8,4312,Juvenile,,Dream South,Dream,2024-05-14,Healthy,PAPRI2024,Yes,2024-05-12
CHN-0483,Chinstrap,51.19,17.58,187.4,3637,Adult,Female,Dream South,Dream,2019-12-19,Healthy,PAPRI2019,Yes,2019-12-10
GEN-0512,Gentoo,44.62,13.38,213.8,4680,Adult,Female,Torgersen North,Torgersen,2024-12-19,Healthy,PAPRI2024,No,
,Adelie,38.96,18.14,199.5,2652,Juvenile,,Dream South,Dream,2024-03-21,Underweight,PAPRI2024,Yes,2024-03-17
,Chinstrap,52.71,19.94,191.1,4000,Adult,Male,Shortcut Point,Shortcut,2022-03-31,Overweight,PAPRI2022,Yes,2022-03-20
ADE-0508,Adelie,34.69,15.47,202.0,3791,Adult,Male,Dream South,Dream,2021-10-15,Healthy,PAPRI2021,Yes,2021-10-06
ADE-0509,Adelie,37.71,18.15,194.3,2500,Chick,Female,Biscoe West,Biscoe,2024-10-21,Underweight,PAPRI2024,Yes,2024-10-14
GEN-0513,Gentoo,48.5,17.01,223.8,3761,Adult,,Biscoe West,Biscoe,2023-02-10,Underweight,PAPRI2023,Yes,2023-02-09
ADE-0510,Adelie,35.37,19.84,189.3,3849,Adult,Male,Dream South,Dream,2020-07-18,Healthy,PAPRI2020,Yes,2020-07-11
GEN-0514,Gentoo,46.77,16.0,220.1,4970,Adult,Male,Dream South,Dream,2022-01-09,Healthy,PAPRI2022,No,
,Chinstrap,49.66,19.99,193.5,3757,Adult,,Cormorant East,Cormorant,2020-03-19,Overweight,PAPRI2020,Yes,2020-03-05
ADE-0511,Adelie,33.56,17.98,189.2,2993,Juvenile,,Biscoe West,Biscoe,2024-02-24,Underweight,PAPRI2024,Yes,2024-02-11
ADE-0512,Adelie,41.51,19.22,195.4,3182,Adult,,Torgersen North,Torgersen,2023-09-02,Healthy,PAPRI2023,Yes,2023-09-01
,Chinstrap,47.45,18.11,201.3,3401,Adult,Female,Torgersen North,Torgersen,2024-03-22,Healthy,PAPRI2024,Yes,2024-03-18
CHN-0484,Chinstrap,42.49,21.0,199.4,3502,Adult,Female,Biscoe West,Biscoe,2019-12-29,Healthy,PAPRI2019,Yes,2019-12-17
,Chinstrap,44.95,21.0,195.9,3643,Adult,Male,Biscoe West,Biscoe,2024-12-19,Healthy,PAPRI2024,Yes,2024-12-09
,Chinstrap,50.29,17.56,199.4,4237,Adult,,Biscoe West,Biscoe,2024-05-25,Unwell,PAPRI2024,Yes,2024-05-21
,Gentoo,48.33,15.28,220.0,5198,Adult,,Biscoe West,Biscoe,2019-10-25,Healthy,PAPRI2019,Yes,2019-10-24
ADE-0513,Adelie,41.78,18.21,194.2,3011,Juvenile,Male,Torgersen North,Torgersen,2022-02-24,Underweight,PAPRI2022,Yes,2022-02-16
CHN-0485,Chinstrap,47.23,17.46,209.3,3665,Adult,,Biscoe West,Biscoe,2023-06-01,Healthy,PAPRI2023,No,
,Adelie,41.12,14.25,207.6,4151,Adult,,Shortcut Point,Shortcut,2021-02-10,Overweight,PAPRI2021,Yes,2021-02-05
ADE-0514,Adelie,36.25,19.38,190.5,3011,Adult,Female,Torgersen North,Torgersen,2022-06-24,Healthy,PAPRI2022,Yes,2022-06-14
ADE-0515,Adelie,39.24,18.59,188.6,4041,Adult,,Dream South,Dream,2024-05-15,Healthy,PAPRI2024,Yes,2024-05-09
GEN-0515,Gentoo,46.14,16.64,216.6,4372,Juvenile,,Dream South,Dream,2024-10-07,Healthy,PAPRI2024,No,
,Gentoo,48.14,14.68,224.4,4897,Adult,,Biscoe West,Biscoe,2023-06-18,Healthy,PAPRI2023,Yes,2023-06-14
GEN-0516,Gentoo,49.11,15.72,217.0,4225,Adult,,Biscoe West,Biscoe,2019-11-12,Overweight,PAPRI2019,Yes,2019-10-31
ADE-0516,Adelie,37.56,16.81,186.4,2500,Chick,Female,Dream South,Dream,2024-05-23,Overweight,PAPRI2024,Yes,2024-05-17
CHN-0486,Chinstrap,53.54,18.42,202.5,3940,Adult,Male,Torgersen North,Torgersen,2022-04-28,Healthy,PAPRI2022,Yes,2022-04-28
GEN-0517,Gentoo,50.78,16.28,228.2,4800,Adult,,Torgersen North,Torgersen,2020-08-02,Healthy,PAPRI2020,Yes,2020-07-28
ADE-0517,Adelie,39.82,19.13,195.2,3647,Adult,Male,Torgersen North,Torgersen,2023-05-10,Healthy,PAPRI2023,Yes,2023-04-30
ADE-0518,Adelie,40.71,19.56,202.3,2500,Chick,,Dream South,Dream,2022-10-12,Underweight,PAPRI2022,Yes,2022-10-08
,Adelie,37.02,18.76,189.3,3135,Adult,Female,Torgersen North,Torgersen,2021-12-13,Healthy,PAPRI2021,Yes,2021-12-04
ADE-0519,Adelie,37.97,17.88,185.8,3481,Adult,,Torgersen North,Torgersen,2024-12-04,Healthy,PAPRI2024,Yes,2024-11-20
,Gentoo,52.43,13.46,225.8,5111,Adult,Male,Biscoe West,Biscoe,2020-03-28,Healthy,PAPRI2020,Yes,2020-03-16
,Chinstrap,52.68,21.0,183.6,3472,Adult,Male,Dream South,Dream,2022-02-05,Healthy,PAPRI2022,Yes,2022-01-24
,Adelie,36.67,16.81,190.6,3235,Juvenile,Male,Cormorant East,Cormorant,2020-03-08,Underweight,PAPRI2020,No,
ADE-0520,Adelie,36.85,15.14,183.5,2828,Juvenile,,Biscoe West,Biscoe,2020-05-22,Underweight,PAPRI2020,Yes,2020-05-20
ADE-0521,Adelie,35.33,17.93,184.1,3420,Adult,Female,Biscoe West,Biscoe,2023-09-04,Healthy,PAPRI2023,Yes,2023-08-23
GEN-0518,Gentoo,44.95,13.23,216.1,3909,Juvenile,Male,Biscoe West,Biscoe,2022-09-04,Underweight,PAPRI2022,No,
GEN-0519,Gentoo,49.88,14.37,220.7,3433,Chick,Male,Dream South,Dream,2022-07-27,Underweight,PAPRI2022,No,
,Gentoo,47.29,13.84,219.3,5276,Adult,,Biscoe West,Biscoe,2022-12-09,Healthy,PAPRI2022,Yes,2022-12-02
,Adelie,40.98,18.47,192.2,2500,Chick,,Biscoe West,Biscoe,2019-12-31,Underweight,PAPRI2019,Yes,2019-12-19
CHN-0487,Chinstrap,49.24,19.58,190.4,3553,Adult,,Shortcut Point,Shortcut,2023-09-02,Underweight,PAPRI2023,Yes,2023-08-25
,Chinstrap,50.09,19.17,186.8,3323,Juvenile,,Biscoe West,Biscoe,2022-06-09,Underweight,PAPRI2022,Yes,2022-06-05
,Chinstrap,49.56,17.34,219.6,4058,Adult,Male,Shortcut Point,Shortcut,2022-08-18,Overweight,PAPRI2022,No,
,Adelie,36.94,18.23,191.0,3146,Juvenile,Female,Torgersen North,Torgersen,2022-10-04,Healthy,PAPRI2022,Yes,2022-10-01
ADE-0522,Adelie,39.1,17.71,188.2,3118,Juvenile,Female,Biscoe West,Biscoe,2021-04-23,Underweight,PAPRI2021,Yes,2021-04-20
GEN-0520,Gentoo,48.89,16.31,220.3,4467,Adult,,Torgersen North,Torgersen,2020-05-12,Underweight,PAPRI2020,Yes,2020-05-01
ADE-0523,Adelie,40.78,20.53,190.3,3888,Adult,,Biscoe West,Biscoe,2023-11-13,Unwell,PAPRI2023,Yes,2023-11-13
CHN-0488,Chinstrap,48.0,17.2,201.3,4216,Adult,Male,Shortcut Point,Shortcut,2020-06-24,Overweight,PAPRI2020,Yes,2020-06-11
,Adelie,36.47,18.55,188.5,3272,Juvenile,Male,Biscoe West,Biscoe,2019-12-24,Healthy,PAPRI2019,Yes,2019-12-16
ADE-0524,Adelie,44.12,17.3,181.7,3187,Adult,Female,Dream South,Dream,2020-11-07,Unwell,PAPRI2020,Yes,2020-10-26
GEN-0521,Gentoo,48.21,14.49,210.3,4111,Adult,Female,Torgersen North,Torgersen,2021-12-23,Healthy,PAPRI2021,No,
,Adelie,47.18,18.04,189.3,2500,Chick,Male,Torgersen North,Torgersen,2023-02-07,Underweight,PAPRI2023,No,
GEN-0522,Gentoo,43.21,13.09,215.8,3110,Chick,Male,Shortcut Point,Shortcut,2024-07-28,Underweight,PAPRI2024,Yes,2024-07-20
ADE-0525,Adelie,36.82,19.57,181.7,3205,Adult,Female,Torgersen North,Torgersen,2020-02-14,Healthy,PAPRI2020,No,
GEN-0523,Gentoo,43.36,15.29,220.2,4045,Adult,,Torgersen North,Torgersen,2022-02-06,Healthy,PAPRI2022,No,
CHN-0489,Chinstrap,47.88,18.56,190.9,3652,Adult,,Biscoe West,Biscoe,2024-06-19,Healthy,PAPRI2024,Yes,2024-06-07
,Adelie,37.07,16.78,192.5,3871,Adult,,Dream South,Dream,2020-03-21,Healthy,PAPRI2020,Yes,2020-03-16
,Chinstrap,49.41,17.91,205.6,3519,Adult,,Torgersen North,Torgersen,2024-02-21,Healthy,PAPRI2024,Yes,2024-02-14
CHN-0490,Chinstrap,46.68,15.26,198.8,3175,Juvenile,Male,Dream South,Dream,2023-10-08,Underweight,PAPRI2023,Yes,2023-10-08
CHN-0491,Chinstrap,47.1,18.54,203.1,3857,Adult,Male,Biscoe West,Biscoe,2024-06-29,Overweight,PAPRI2024,Yes,2024-06-15
,Adelie,39.3,19.31,188.5,3418,Adult,Female,Torgersen North,Torgersen,2023-06-24,Healthy,PAPRI2023,Yes,2023-06-19
,Gentoo,47.44,13.25,220.6,4985,Adult,,Biscoe West,Biscoe,2020-04-25,Healthy,PAPRI2020,Yes,2020-04-15
,Adelie,38.07,18.92,175.8,3683,Adult,,Dream South,Dream,2023-08-08,Healthy,PAPRI2023,Yes,2023-07-25
,Chinstrap,52.36,17.76,205.3,2500,Juvenile,Male,Torgersen North,Torgersen,2023-06-09,Underweight,PAPRI2023,No,
,Adelie,38.75,17.33,186.5,4020,Adult,Male,Torgersen North,Torgersen,2023-10-14,Healthy,PAPRI2023,Yes,2023-10-07
,Adelie,40.22,17.84,182.2,3505,Adult,Male,Cormorant East,Cormorant,2021-01-03,Healthy,PAPRI2021,Yes,2020-12-21
ADE-0526,Adelie,37.23,17.12,178.2,2577,Juvenile,Female,Cormorant East,Cormorant,2024-07-03,Underweight,PAPRI2024,Yes,2024-07-03
,Chinstrap,53.19,21.0,186.8,3229,Juvenile,,Shortcut Point,Shortcut,2024-02-11,Underweight,PAPRI2024,Yes,2024-02-02
,Gentoo,49.27,15.33,213.5,4176,Adult,Female,Torgersen North,Torgersen,2023-10-18,Healthy,PAPRI2023,Yes,2023-10-08
,Chinstrap,55.64,19.19,195.6,3297,Adult,Female,Shortcut Point,Shortcut,2022-11-29,Underweight,PAPRI2022,Yes,2022-11-23
,Chinstrap,44.96,18.24,192.7,4156,Adult,,Shortcut Point,Shortcut,2024-04-09,Critically Ill,PAPRI2024,Yes,2024-04-07
,Adelie,38.94,19.44,187.3,3342,Juvenile,Male,Torgersen North,Torgersen,2022-12-16,Healthy,PAPRI2022,Yes,2022-12-07
