tag_id,species,bill length (mm),bill depth (mm),flipper_length_mm,body_mass_g,age_group,sex,colony_id,island,capture_date,health_status,study_name,clutch_completion,date_egg
CHN-0662,Chinstrap,46.63,16.43,184.27,3170.0,Juvenile,,Torgersen North,Torgersen,2022-06-22,ok,PAPRI2022,No,
ADE-0667,Adelie,35.91,19.85,193.6,,Adult,,Torgersen North,Torgersen,2021-07-17,Healthy,PAPRI2021,Yes,2021-07-05
,Chinstrap,44.24,20.67,,3836.0,Adult,,Cormorant East,Cormorant,2024-06-11,Underweight,PAPRI2024,Yes,2024-06-01
ADE-0668,Adelie,34.6,19.54,180.1,3986.0,Adult,,Torgersen North,Torgersen,2020-10-02,Healthy,,Yes,2020-09-26
ADE-0669,,38.45,21.0,188.6,2981.0,Juvenile,Female,Torgersen North,Torgersen,,Healthy,PAPRI2024,Yes,2024-08-20
GEN-0647,Gentoo,52.27,16.46,213.3,3873.0,Adult,,Unknown,Torgersen,2020-09-09,Healthy,PAPRI2020,No,
,Adelie,37.35,18.88,192.7,3580.0,Adult,Female,Torgersen North,Torgersen,2020-03-03,Healthy,PAPRI2020,Yes,2020-02-23
ADE-0670,adeleie,41.17,19.89,,3318.0,Adult,Male,Torgersen North,Torgersen,2020-11-25,Healthy,,Yes,2020-11-23
ADE-0671,Adelie,42.3,18.29,191.7,2500.0,Juvenile,Female,Cormorant East,Cormorant,2021-01-18,Underweight,PAPRI2021,Yes,2021-01-16
,Gentoo,49.86,16.36,216.8,5788.0,Adult,Male,Torgersen North,Torgersen,2020-04-13,Healthy,PAPRI2020,Yes,2020-04-01
ADE-0672,Adelie,,18.44,,3098.0,Juvenile,Female,Cormorant East,dreamland,2020-12-02,Underweight,PAPRI2020,Yes,2020-11-29
GEN-0648,Gentoo,49.13,16.31,195.08,4412.0,Juvenile,,Torgersen North,Torgersen,2024-03-19,Healthy,PAPRI2024,Yes,2024-03-10
CHN-0663,Chinstrap,48.36,19.47,,3725.0,Adult,,Dream South,bisco,2021-08-13,Healthy,PAPRI2021,Yes,2021-08-05
CHN-0664,Chinstrap,52.64,18.26,196.2,,Adult,,Torgersen North,Torgersen,2022-02-23,,PAPRI2022,No,
,Gentoo,,15.34,213.8,4363.0,Juvenile,Male,biscoe 2,,05-03-2020,,PAPRI2023,Yes,2023-10-31
CHN-0665,Chinstrap,46.25,18.86,191.1,4031.0,Adult,Male,Cormorant East,,2021-04-19,,PAPRI2021,,2021-04-09
CHN-0666,Chinstrap,51.2,15.2,,3863.0,Adult,Female,Torgersen North,Torgersen,2024-06-05,Healthy,PAPRI2024,Yes,2024-06-03
CHN-0667,Chinstrap,41.09,17.2,193.2,4083.38,Adult,,Shortcut Point,Shortcut,,Overweight,PAPRI2022,Yes,2022-11-14
CHN-0668,Chinstrap,46.3,20.61,192.9,4189.0,Adult,Male,Shortcut Point,Shortcut,2023-03-22,under weight,PAPR12021,Yes,2023-03-21
CHN-0669,Chinstrap,,17.72,203.4,3356.0,Adult,Female,Dream South,Dream,2024-07-04,Healthy,PAPRI2024,No,
CHN-0670,Chinstrap,53.07,18.25,198.1,,Adult,,Cormorant East,Cormorant,2021-12-15,Overweight,PAPRI2021,Yes,2021-12-12
,Chinstrap,49.62,19.76,196.1,3214.0,Adult,,dream,Torgersen,2024-12-09,Healthy,PAPRI2024,Yes,2024-11-25
,Gentoo,48.46,16.0,217.0,5049.0,Adult,Female,Biscoe West,Biscoe,2020-11-18,Healthy,PAPRI2020,No,
CHN-0671,Chinstrap,,17.93,194.6,2993.0,Juvenile,Female,Shortcut Point,Shortcut,2020-03-16,Underweight,PAPRI20X9,Yes,2020-03-06
GEN-0649,Gentoo,51.08,13.29,210.6,4825.0,Adult,,Shortcut Point,Shortcut,2022-10-25,Healthy,PAPRI2022,Yes,2022-10-22
GEN-0650,Gentoo,47.72,14.05,212.6,,Adult,,,Torgersen,2022-02-25,Healthy,PAPRI2022,,2022-02-19
ADE-0673,Adelie,32.0,17.36,194.0,2500.0,Adult,Female,Dream South,Dream,2023-01-21,Underweight,PAPRI2023,Yes,2023-01-09
GEN-0651,,46.18,13.88,218.5,3232.0,Chick,Male,Cormorant East,Cormorant,2023-07-11,Underweight,PAPRI2023,Yes,2023-07-05
GEN-0652,Gentoo,50.09,13.57,218.9,5721.0,Adult,Male,Biscoe West,Biscoe,2019-11-17,Overweight,PP2020,Yes,2019-11-15
CHN-0672,Chinstrap,,20.99,203.7,3431.0,Adult,,Torgersen North,Torgersen,2024-01-31,Unwell,PAPRI2024,Yes,2024-01-22
CHN-0673,Chinstrap,50.92,19.44,195.2,4121.0,Adult,,Cormorant East,dreamland,,Overweight,PAPRI2019,Yes,2019-10-29
,,49.68,17.8,198.2,3166.0,Juvenile,,Biscoe West,Biscoe,2021-05-07,Underweight,PAPRI2021,Yes,2021-04-25
,Chinstrap,55.33,16.28,201.1,4131.23,Adult,Female,Cormorant East,Cormorant,2024-06-12,,PAPRI2024,No,
GEN-0653,Gentoo,48.1,13.65,221.0,4875.0,Adult,Female,Torgersen North,Torgersen,2020-11-24,Healthy,papri2024,No,
CHN-0676,Chinstrap,48.84,19.18,194.1,4090.0,Adult,,Torgersen North,Torgersen,2023-01-18,Healthy,PAPR2023,Yes,2023-01-15
CHN-0677,Chinstrap,49.45,17.59,199.1,,Juvenile,,Cormorant East,,2020-03-12,Underweight,PAPRI2020,,2020-03-02
CHN-0678,Chinstrap,48.75,17.25,194.5,3460.9185259921355,Adult,M,Biscoe West,Biscoe,2020-03-30,Underweight,PAPRI2020,Yes,2020-03-20
ADE-0674,Adelie,37.93,17.58,196.0,3478.0,Chick,Female,cormorant NW,Dream,2020-12-25,Healthy,PAPRI2020,Yes,2020-12-19
,Adelie,42.85,19.69,195.3,3789.0,Adult,,Torgersen,Torgersen,2020-05-20,Healthy,PAPRI2020,Yes,2020-05-11
GEN-0654,Gentoo,49.34,14.37,222.4,5037.0,Adult,,Torgersen North,Torgersen,2020-03-15,Healthy,PAPRI2020,Yes,2020-03-11
,Adelie,40.33,18.21,202.7,3955.0,Adult,,,Dream,2023-06-07,Healthy,,Yes,2023-06-03
GEN-0655,Gentoo,49.3,16.33,216.1,3643.0,Juvenile,,Cormorant East,Cormorant,2022-10-22,Underweight,PAPRI2022,Yes,2022-10-11
ADE-0675,Adelie,37.34,19.08,179.3,3721.0,Adult,Male,Shortcut Point,Shortcut,2019-12-17,,STUDY_2022,Yes,2019-12-09
,Adelie,36.77,20.16,,2500.0,Chick,Male,biscoe 2,Torgersen,2024-01-28,Healthy,PAPRI2024,Yes,2024-01-14
,adeleie,37.75,18.32,198.5,2500.0,Chick,,cormorant NW,Cormorant,,Underweight,PAPRI2024,Yes,2024-05-14
ADE-0676,Adelie,37.45,18.03,180.5,5096.360529174084,,Male,Dream South,Dream,,Overweight,PAPRI2024,Yes,2024-08-25
,Adelie,38.07,20.38,190.5,3527.0,Adult,,Torgersen North,bisco,2021-06-11,Healthy,PAPRI2021,Yes,2021-06-11
ADE-0677,Adelie,37.83,15.56,210.4,2500.0,,Female,Dream South,Dream,2024-01-24,Underweight,,Yes,2022-11-19
GEN-0656,Gentoo,51.05,16.44,211.3,5331.0,Adult,Male,Torgersen North,Torgersen,2021-07-25,Healthy,PAPRI2021,Yes,2021-07-14
ADE-0678,Adelie,38.43,15.06,,3157.0,Juvenile,,Cormorant East,Cormorant,2024-02-19,Underweight,PAPRI2024,Yes,2024-02-15
ADE-0679,Adelie,42.26,18.03,190.5,4543.82,juvenille,Male,Shortcut Point,Shortcut,2020-08-26,Overweight,PAPRI2020,Yes,2020-08-14
GEN-0657,Gentoo,54.81,13.2,216.5,3293.0,Chick,Female,Torgersen North,Torgersen,2024-07-09,Underweight,PAPRI2024,Yes,2024-06-25
CHN-0679,Chinstrap,48.73,20.69,195.9,2500.0,Chick,Unknown,Shortcut Point,Shortcut,2020-12-10,Underweight,PAPRI2020,Yes,2020-12-02
,Chinstrap,47.88,18.68,190.8,2765.0,Juvenile,Male,Dream South,Dream,2021-02-01,Underweight,PP2020,Yes,2021-02-01
,Gentto,46.04,14.79,206.29,5421.0,Chick,Female,Dream South,Dream,2020-06-07,Healthy,PAPRI2020,,
ADE-0680,Adelie,43.84,18.39,194.6,2918.0,Juvenile,Male,,Biscoe,2020-03-04,Underweight,PAPRI2020,Yes,2020-02-28
ADE-0681,Adelie,43.94,17.56,188.8,,Adult,,Dream South,Dream,2023-06-17,,PAPRI2023,No,
CHN-0680,Chinstrap,49.75,18.44,,3636.0,Adult,,Cormorant East,Cormorant,2020-09-24,Overweight,N/A,Yes,2020-09-20
ADE-0682,Adelie,40.12,21.0,,,Adult,Male,Torgersen North,Torgersen,2024-12-26,,PAPRI2024,No,
GEN-0658,Gentoo,51.38,14.45,223.3,4866.0,Adult,?,Biscoe West,,2021-10-05,Healthy,PAPRI2021,Yes,2021-09-27
GEN-0659,Gentoo,48.66,13.69,214.8,4488.0,Adult,,Shortcut Point,Shortcut,2019-12-02,Underweight,PAPRI2019,Yes,2019-11-22
,Gentoo,43.2,18.19,207.1,4754.0,Adult,Female,Biscoe West,Biscoe,2020-11-30,Healthy,PAPRI2020,Yes,2020-11-26
ADE-0683,Adelie,,20.82,192.1,3163.0,Juvenile,,Cormorant East,bisco,2020-03-25,Underweight,PAPRI2020,Yes,2020-03-23
GEN-0660,Gentoo,48.14,15.09,,4868.0,Adult,Male,,Dream,2022-06-02,Unwell,PAPRI2022,,2022-05-20
,Gentto,50.24,15.26,,,Juvenile,N/A,Shortcut Point,Shortcut,2022-08-08,Underweight,PAPRI2022,Yes,2022-07-26
,Adelie,38.41,18.35,190.4,3984.0,Adult,,Torgersen North,Torgersen,2024-02-10,Healthy,PAPRI2024,,2024-02-10
,Gentoo,45.47,14.63,214.2,5494.0,Adult,,Shortcut Point,Shortcut,,Overweight,PAPRI2020,Yes,2020-01-17
,Adelie,37.91,20.73,196.0,3842.0,Adult,Female, short point,,2020-09-10,Healthy,PAPRI2020,Yes,2020-09-09
CHN-0681,Chinstrap,50.18,17.56,190.4,4371.0,Adult,Male,,Cormorant,2022-11-04,Overweight,N/A,,2022-11-02
,Chinstrap,,18.16,200.8,3144.0,Juvenile,N/A,Torgersen North,Torgersen,2022-09-12,Underweight,PAPRI2022,Yes,2022-09-03
,Gentoo,44.36,15.55,211.3,2920.0,Chick,Female,Torgersen North,Torgersen,2022-04-14,Underweight,,Yes,2022-04-09
,adeleie,32.9,19.51,188.6,4059.0,Adult,Male,Biscoe West,Biscoe,,Overweight,PAPRI2024,Yes,2024-05-15
CHN-0682,Chinstrap,54.06,17.27,201.4,3738.0,Adult,,Shortcut Point,Shortcut,2020-09-02,,PP2020,,2020-08-31
ADE-0684,Adelie,36.11,20.23,190.3,3438.56,Adult,Female,Cormorant East,Cormorant,2022-06-29,Underweight,PAPRI2022,,2022-06-17
CHN-0683,Chinstrap,47.75,17.88,184.5,2500.0,Chick,,Dream South,Dream,2019-11-05,Underweight,N/A,Yes,2019-11-01
ADE-0685,Adelie,39.32,18.39,186.7,3761.0,Adult,,invalid_colony,Biscoe,2021-08-05,Healthy,PAPRI2021,Yes,2021-07-31
ADE-0686,Adelie,39.4,19.46,186.0,3679.0,Adult,,Cormorant East,Cormorant,2024-12-17,Healthy,PAPRI2024,Yes,2024-12-09
CHN-0684,Chinstrap,45.63,18.14,194.6,2643.0,Juvenile,,Cormorant East,Cormorant,2020-06-20,Healthy,PP2020,Yes,2020-06-10
GEN-0662,Gentoo,40.06,13.44,220.3,,Adult,Female,Biscoe West,Biscoe,2020-12-28,Healthy,PAPRI2020,Yes,2020-12-14
GEN-0663,Gentoo,52.26,14.85,,4804.0,Adult,,,Biscoe,2021-01-08,Healthy,PAPRI2021,No,
GEN-0664,Gentoo,45.08,15.13,217.9,4066.0,Juvenile,,Torgersen North,Torgersen,2023-10-25,Healthy,,Yes,2023-10-11
ADE-0687,adeleie,37.81,17.68,,3857.0,Adult,,Cormorant East,Cormorant,2021-07-15,Overwight,PAPRI2021,Yes,2021-07-10
CHN-0685,Chinstrap,45.9,,200.2,3959.0,Adult,Male,Cormorant East,Cormorant,2022-10-20,,PP2020,Yes,2022-10-06
,Gentoo,,16.07,206.2,4864.0,Adult,,Torgersen North,Torgersen,2022-12-04,Healthy,PAPRI2022,Yes,2022-11-29
ADE-0688,Adelie,38.84,21.0,194.9,2875.0,Adult,Female,Dream South,Dream,2020-02-14,Underweight,PAPRI2020,Yes,2020-02-08
CHN-0686,Chinstrap,46.97,15.05,188.71,,Adult,Female,Torgersen North,Torgersen,2024-10-04,Overweight,PAPRI2024,Yes,2024-09-27
,Chinstrap,48.06,18.85,200.9,3000.0,Juvenile,,Torgersen North,short cut,,Underweight,PAPRI2020,Yes,2020-02-19
ADE-0689,Adelie,,16.47,199.6,3274.0,Adult,,Dream South,Dream,2020-11-02,Healthy,,Yes,2020-10-24
ADE-0690,Adelie,34.86,19.55,196.3,3843.0,Adult,Female,Biscoe West,,2022-04-29,Healthy,PAPRI2022,,2022-04-15
,Adelie,38.22,15.76,194.0,3421.0,Adult,Female,torgersen SE,Dream,2024-00-04,Healthy,PAPRI2023,,2023-07-01
,Chinstrap,48.94,19.8,,3996.0,Adult,Male,Torgersen North,Torgersen,2021-04-13,Healthy,PAPRI2021,,2021-04-09
,Adelie,36.28,17.46,,3554.0,Adult,,Biscoe West,Biscoe,2021-12-24,Healthy,PAPRI2021,Yes,2021-12-19
,Chinstrap,55.92,15.63,197.6,3609.0,Adult,,Dream South,Dream,2019-11-28,Healthy,PAPRI2019,Yes,2019-11-19
CHN-0687,Chinstrap,44.65,18.11,199.2,4946.496783973497,Juvenile,Male,Torgersen North,Torgersen,2021-02-01,,PAPRI2021,Yes,2021-01-22
ADE-0692,Adelie,,18.12,192.6,3015.0,Adult,,Biscoe West,Biscoe,2021-10-04,Underweight,PAPRI2021,Yes,2021-10-03
,Chinstrap,49.98,21.0,192.2,3750.0,Adult,?,/Shortcut,Biscoe,2021-01-06,Unwell,PAPRI2021,No,
GEN-0665,Gentoo,49.4,15.47,209.2,4100.0,Juvenile,,Dream South,,2023-03-18,Healthy,PAPRI2023,Yes,2023-03-17
CHN-0688,Chinstrap,44.38,19.0,192.3,,Juvenile,Male,Torgersen North,Torgersen,2019-11-24,Underweight,PAPRI2019,Yes,2019-11-16
ADE-0693,Adelie,41.13,17.82,189.4,3710.0,Adult,Male,Shortcut Point,Shortcut,2024-10-16,Overweight,PAPRI2024,Yes,2024-10-09
ADE-0694,Adelie,40.39,18.25,181.6,3920.0,Adult,,Dream South,Dream,2023-12-18,Critically Ill,PAPRI2023,Yes,2023-12-15
GEN-0666,Gentoo,,13.03,214.5,,Chick,,Torgersen North,Torgersen,2024-05-09,Underweight,PAPRI2024,No,
CHN-0689,Chinstrap,,17.68,170.6,4588.0,Adult,Male,Torgersen North,Torgersen,,Overweight,PAPRI2023,Yes,2023-05-06
,Chinstrap,46.17,20.98,192.1,2500.0,Chick,Male,Biscoe West,Biscoe,2023-05-16,ok,PAPRI2023,Yes,2023-05-10
ADE-0695,Adelie,38.42,21.0,182.6,3724.0,Adult,,Torgersen North,Torgersen,2023-07-18,Healthy,PAPRI2023,No,
,Gentoo,48.12,15.38,222.72,4612.0,Adult,Female,Dream South,Dream,2022-12-30,Healthy,PAPR2023,Yes,2022-12-28
,Adelie,39.14,19.16,187.4,4294.0,Adult,Male,Torgersen North,Torgersen,2020-07-06,,PAPRI2020,Yes,2020-06-30
GEN-0667,Gentoo,44.01,14.65,,4848.0,Adult,,Biscoe West,Biscoe,202-03-19,Healthy,PAPRI2024,Yes,2024-01-17
,Chinstrap,44.04,,204.4,4119.0,Adult,Male,Biscoe West,Biscoe,2023-03-13,Overweight,PAPRI2023,Yes,2023-03-10
GEN-0668,Gentoo,38.79,13.12,230.0,6500.0,Adult,Unknown,Biscoe West,Biscoe,2023-07-04,Healthy,PAPRI2023,Yes,2023-06-28
GEN-0669,Gentoo,47.17,14.16,219.8,2831.0,Chick,Female,Dream South,Dream,2023-05-20,Underweight,PAPRI2023,Yes,2023-05-18
ADE-0697,Adelie,53.41,19.73,194.1,3102.0,Juvenile,Female,Cormorant East,Cormorant,2022-06-03,Underweight,PAPRI2022,Yes,2022-06-02
GEN-0670,Gentoo,48.63,15.53,220.0,4352.0,Juvenile,Male,Biscoe West,Biscoe,not-a-date,Healthy,PAPRI2021,No,
CHN-0691,Chinstrap,48.77,,183.5,3771.0,Adult,Female,Torgersen North,Torgersen,202-09-20,Healthy,PAPRI2020,Yes,2020-11-19
GEN-0671,Gentoo,49.87,15.93,219.2,5668.0,Adult,,Dream South,Dream,2020-02-24,Healthy,PAPRI2020,Yes,2020-02-14
,Gentoo,51.09,15.22,208.1,5351.0,Chick,Male,Biscoe West,Biscoe,2024-11-09,Healthy,PAPRI2024,Yes,2024-10-27
,Adelie,39.63,18.28,193.5,3101.0,Juvenile,Male,Biscoe West,Biscoe,202-08-25,,PAPRI2022,Yes,2022-04-13
,Gentto,,,214.1,4899.0,Adult,,Cormorant East,Cormorant,2024-08-24,Healthy,PAPRI2024,No,
ADE-0698,Adelie,41.11,18.69,204.7,3748.0,Adult,,Torgersen North,Torgersen,202-03-13,Healthy,PAPRI2022,Yes,2022-07-22
,Adelie,42.07,18.32,197.4,3865.0,Adult,,Shortcut Point,Shortcut,2021-03-12,Overweight,PAPRI20X9,Yes,2021-03-09
GEN-0673,Gentoo,49.11,13.48,219.2,4247.0,Adult,,Dream South,Dream,,Healthy,PAPRI2024,Yes,2024-10-08
ADE-0699,Adelie,42.03,17.83,,3128.0,Juvenile,,Torgersen North,Torgersen,2024-04-25,Healthy,PAPRI2024,Yes,2024-04-14
CHN-0692,Chinstrap,46.8,18.08,202.4,3395.0,Juvenile,Unknown,Dream South,Dream,2024-08-19,Healthy,PAPRI2024,Yes,2024-08-17
,Chinstrap,50.29,18.31,,2950.0,Juvenile,,Torgersen North,Torgersen,2020-12-25,Underweight,PAPRI2020,Yes,2020-12-18
CHN-0693,Chinstrap,52.81,17.02,198.2,4250.65,Adult,,Biscoe West,Biscoe,2023-03-10,critcal ill,PAPRI2023,Yes,2023-03-02
,Chinstrap,43.34,19.51,200.1,3987.0,Adult,Female,Dream South,Dream,2024-04-24,Healthy,PAPRI2024,Yes,2024-04-19
,Adelie,39.08,19.77,192.7,2960.0,Adult,Male,Torgersen North,Torgersen,2022-01-24,Healthy,PAPRI2022,,2022-01-18
CHN-0695,Chinstrap,51.92,18.31,193.3,3794.0,Adult,,Dream South,Dream,2020-07-19,Healthy,PAPRI2020,Yes,2020-07-13
ADE-0700,Adelie,40.62,19.47,181.8,3260.0,Adult,,Cormorant East,Cormorant,2020-10-02,Underweight,PAPRI2020,Yes,2020-09-27
GEN-0674,Gentoo,55.9,,,5291.0,Adult,,Torgersen North,,2021-03-11,Healthy,PAPRI2021,Yes,2021-03-09
,Adelie,37.58,17.25,176.1,2835.0,Juvenile,Female,Torgersen North,,2024-10-19,ok,PAPRI20X9,Yes,2024-10-15
,Chinstrap,48.85,17.43,200.1,3165.28793856854,Adult,,Dream South,Dream,2024-07-16,Underweight,PAPRI2024,Yes,2024-07-16
CHN-0696,Chinstrap,50.4,18.05,199.9,3387.0,Adult,,Shortcut Point,Shortcut,2022-05-07,Underweight,,,
GEN-0675,Gentto,50.65,14.93,216.9,4800.0,Adult,M,Torgersen North,Torgersen,,ok,PAPRI2021,Yes,2021-01-13
CHN-0697,Chinstrap,48.73,18.19,206.2,3340.0,Adult,,Dream South,Dream,2024-13-25,Healthy,,No,
GEN-0676,Gentoo,46.74,14.07,206.5,4130.0,Adult,,,Cormorant,2023-08-31,Underweight,PAPRI2023,Yes,2023-08-20
CHN-0698,Chinstrap,,18.42,200.5,3621.0,Adult,Female,Dream South,Dream,2020-11-07,Healthy,papri2024,Yes,2020-11-05
GEN-0677,Gentoo,43.97,15.14,212.8,2963.0,Chick,Male,Dream South,Dream,2024-09-12,Underweight,,Yes,2024-08-30
,Adelie,44.26,19.58,186.0,3458.0,Adult,,Cormorant East,Cormorant,2022-07-27,Healthy,PAPRI2022,Yes,2022-07-14
,Chinstrap,45.52,21.0,204.5,3208.0,Adult,Male,Cormorant East,Cormorant,2022-02-13,Underweight,PAPRI2022,Yes,2022-02-07
ADE-0702,Adelie,37.83,18.07,197.5,3493.0,Adult,,Shortcut Point,,,Underweight,PAPRI2023,Yes,2023-08-05
GEN-0678,Gentoo,50.65,15.2,220.7,5610.36,Adult,Female,Biscoe West,Biscoe,2023-05-03,Healthy,PAPRI2023,Yes,2023-04-29
CHN-0699,Chinstrap,53.59,15.87,207.75,3245.0,Adult,Female,Cormorant East,Cormorant,,Underweight,PAPRI2024,Yes,2024-11-08
,Adelie,37.78,19.7,192.2,,Juvenile,Female,,short cut,2024-01-11,Underweight,PAPRI2024,No,
,Adelie,36.72,17.0,179.5,3721.0,Adult,,Dream South,Dream,,Unwell,PAPR2023,,
,Chinstrap,45.95,15.85,199.0,3610.0,Adult,,Biscoe,torg,2023-10-05,Healthy,,No,
,Gentoo,52.94,13.67,215.6,3611.0,Juvenile,,Cormorant East,Cormorant,2022-08-09,Underweight,PAPRI2022,Yes,2022-07-29
ADE-0703,Adelie,34.58,16.51,192.5,4435.0,Adult,Male,Torgersen North,Torgersen,2021-04-09,Healthy,PAPRI2021,Yes,2021-04-03
,Gentoo,50.97,16.18,221.0,,Adult,,Dream South,Dream,2020-10-26,Healthy,PAPRI2020,No,
,Gentoo,,16.86,225.0,,Adult,Female,Biscoe West,Biscoe,2022-08-01,Unwell,PAPRI2022,Yes,2022-08-01
,Adelie,34.62,19.59,190.6,3738.0,,Female,Shortcut Point,Shortcut,2022-04-04,Overweight,PAPRI2022,Yes,2022-03-28
GEN-0680,Gentoo,45.62,13.42,212.07,3474.0,Chick,,Torgersen North,,2019-12-16,Underweight,PAPRI2019,Yes,2019-12-02
GEN-0681,Gentoo,44.73,13.94,217.8,7000.0,Adult,,Torgersen North,Torgersen,,Healthy,PAPRI2022,Yes,2022-11-07
,Adelie,40.01,16.54,196.2,2912.0,Juvenile,,Dream South,torg,2021-12-06,Underweight,PAPRI2021,Yes,2021-11-30
ADE-0704,Adelie,38.54,18.43,189.0,4005.0,Adult,,Torgersen North,Torgersen,2021-11-28,Healthy,PAPRI2021,No,
,Gentoo,,14.75,217.6,3750.0,Juvenile,Female,Torgersen North,Torgersen,2024-08-16,Underweight,PAPRI2024,Yes,2024-08-11
GEN-0682,Gentoo,45.0,14.41,215.1,4081.0,Juvenile,Male,Torgersen North,Torgersen,2023-01-17,Healthy,PAPRI2023,Yes,2023-01-06
ADE-0705,Adelie,38.05,,187.3,3013.0,Juvenile,,Dream South,Dream,01-12-2019,Underweight,PAPRI2021,Yes,2021-02-06
,Gentoo,48.76,,216.1,4599.0,Juvenile,Male,Torgersen North,Torgersen,2020-04-11,Critically Ill,PAPRI2020,Yes,2020-04-04
CHN-0700,Chinstrap,,16.36,194.5,2500.0,Chick,Female,Biscoe,Biscoe,2024-12-15,Underweight,PAPRI2024,Yes,2024-12-06
ADE-0706,Adelie,36.16,21.0,,4406.0,Adult,Male,Torgersen North,Torgersen,,Healthy,PAPRI2024,Yes,2024-02-18
CHN-0701,Chinstrap,51.23,19.33,197.1,,Adult,Male,Torgersen North,Torgersen,2021-03-06,Healthy,PAPRI2021,Yes,2021-02-22
,Gentoo,45.57,15.36,215.2,3195.0,Juvenile,Female,Biscoe West,Biscoe,2021-06-06,Underweight,PAPRI2021,No,
,Gentoo,52.47,14.19,211.1,4207.0,Juvenile,,Dream South,Dream,2022-10-01,Healthy,PAPRI2022,Yes,2022-09-29
,Gentoo,52.47,16.13,215.5,5334.0,Adult,F,Cormorant East,cormor,2021-01-01,,PAPRI2021,Yes,2020-12-30
,Chinstrap,46.88,18.7,,5183.183092117727,Adult,,Cormorant East,Cormorant,2023-12-26,Underweight,PAPRI2023,Yes,2023-12-18
CHN-0702,Chinstrap,43.69,19.74,200.1,3110.0,Juvenile,?,,Torgersen,2023-05-29,Underweight,PAPRI2023,Yes,2023-05-29
,Gentto,42.05,15.05,214.0,5459.0,Adult,Male,Torgersen North,,2020-01-07,Healthy,PAPRI2020,Yes,2020-01-03
,Adelie,40.29,16.9,197.0,2998.8542976958624,Adult,Male,Torgersen North,Torgersen,2021-09-14,Healthy,PAPRI2021,Yes,2021-09-01
,Gentto,39.75,15.06,209.3,4891.0,Adult,,invalid_colony,Biscoe,2024-12-27,Overwight,PAPRI2024,Yes,2024-12-17
CHN-0703,Chinstrap,44.18,17.72,199.0,3611.0,Adult,,,Torgersen,2021-09-16,Healthy,N/A,Yes,2021-09-09
CHN-0704,Chinstrap,55.26,18.23,198.1,4080.0,Adult,,Torgersen North,Torgersen,2021-11-12,Healthy,PAPRI2021,Yes,2021-11-08
CHN-0705,Chinstrap,48.71,15.48,188.5,4152.0,unk,Male,Torgersen North,,2024-12-30,Healthy,PAPRI2024,Yes,2024-12-28
,Gentoo,45.93,,219.8,4739.0,Adult,Female,Dream South,Dream,2023-04-01,Healthy,PAPRI2023,Yes,2023-03-30
ADE-0708,Adelie,43.29,20.35,183.1,3864.0,Adult,Male,,Biscoe,2022-04-27,Underweight,,Yes,2022-04-24
CHN-0706,Chinstrap,52.69,20.5,186.9,3223.0,Juvenile,Male,Torgersen North,dreamland,,Healthy,PAPRI2020,Yes,2020-03-07
GEN-0684,Gentoo,48.57,17.06,214.1,5671.011815570039,Chick,,Torgersen North,Torgersen,2024-11-05,Underweight,PAPRI2024,Yes,2024-10-28
,adeleie,32.0,18.72,197.6,3606.0,Adult,,Torgersen North,Torgersen,2020-12-01,Healthy,PAPRI2020,Yes,2020-11-17
,Chinstrap,51.2,17.67,189.8,3910.0,Adult,,Biscoe West,Biscoe,2020-11-20,Overweight,PAPRI2020,Yes,2020-11-12
GEN-0685,Gentoo,44.18,15.81,226.8,5623.0,Adult,,Torgersen North,Torgersen,2020-05-08,,PAPRI2020,Yes,2020-04-29
,Adelie,41.83,16.09,189.6,3809.0,Adult,,,Cormorant,2023-09-25,Overweight,PAPRI2023,,2023-09-15
CHN-0708,,,18.39,182.5,4087.0,Adult,Male,Cormorant East,Cormorant,2019-11-16,Overweight,PAPRI2019,Yes,2019-11-09
GEN-0686,Gentoo,47.1,14.79,211.7,5158.0,Adult,Male,Torgersen North,Torgersen,2024-02-11,,,Yes,2024-02-03
,Chinstrap,49.44,16.2,195.6,3124.0,Adult,,Torgersen North,Torgersen,2023-10-15,Healthy,PAPRI2023,Yes,2023-10-15
ADE-0710,Adelie,41.28,16.81,194.7,4084.4,Adult,,Cormorant East,Cormorant,2023-06-09,critcal ill,PAPRI2023,Yes,2023-05-30
ADE-0711,Adelie,38.08,13.45,170.24,3751.8,ADLT,Male,Torgersen North,Torgersen,2021-07-16,Healthy,PAPRI2021,Yes,2021-07-04
CHN-0710,Chinstrap,,18.96,190.1,4377.0,Adult,Male,Torgersen North,Torgersen,2021-12-29,Overweight,PAPRI2021,Yes,2021-12-29
GEN-0687,Gentoo,49.43,13.0,222.9,3764.0,Juvenile,Female,Biscoe West,Biscoe,2024-06-26,Underweight,PAPRI2024,Yes,2024-06-17
GEN-0688,Gentoo,48.4,15.49,217.5,6299.07,,,Cormorant East,Cormorant,2020-04-01,Critically Ill,PAPRI2020,No,
GEN-0689,Gentoo,48.34,14.86,196.97,4842.0,Adult,,Torgersen North,Torgersen,2020-02-13,Healthy,PAPRI2020,Yes,2020-02-02
ADE-0712,Adelie,35.17,20.02,188.0,3875.0,Adult,,Cormorant East,,2019-12-31,Overweight,,Yes,2019-12-28
CHN-0711,,44.41,15.9,197.6,3012.0,Juvenile,Male,Biscoe West,Biscoe,2023-04-02,Healthy,PAPRI2023,Yes,2023-03-30
